productId	helpful	score	profileName
B000063W1R	0	5.0	Doyouwantaspoon
B000063W1R	0	5.0	SMBrandon
B000063W1R	0	4.0	TCCurt
B000063W1R	0	5.0	L.
B000063W1R	0	4.0	Vince Barrett
B000063W1R	0	5.0	JRKsHostess
B000063W1R	0	5.0	Jon C Varner
B000063W1R	0	5.0	NCSouthernBelle
B000063W1R	0	5.0	Kathy A. Minnich
B000063W1R	0	5.0	deke13
B000063W1R	0	5.0	"Conrad D. Storrer ""C-MAN"""
B000063W1R	0	5.0	penny
B000063W1R	0	5.0	Wayne Nelson
B000063W1R	0	4.0	Gertrude Buck
B000063W1R	0	5.0	Derek
B000063W1R	0	5.0	AvidReader
B000063W1R	0	5.0	"B.C. ""B.C."""
B000063W1R	0	5.0	Richb
B000063W1R	0	5.0	Iana
B000063W1R	0	5.0	Eric W. Fairhurst
B000063W1R	0	5.0	Keara Williams
B000063W1R	0	5.0	silverfox
B000063W1R	0	4.0	Dyanna
B000063W1R	0	5.0	Douglas M. Franklin
B000063W1R	0	5.0	"A. Cooper ""Ms. Voice"""
B000063W1R	0	5.0	Donna Rambo
B000063W1R	0	5.0	James A. Capps
B000063W1R	0	5.0	~Vera
B000063W1R	0	5.0	Gail Baumann
B000063W1R	0	5.0	Andrew Ellington
B000063W1R	0	5.0	"Jennifer V. West ""Colorado Chipeta"""
B000063W1R	0	5.0	"Carlos Donoso Kronfle ""-CDK-"""
B000063W1R	0	4.0	Geoff Puterbaugh
B000063W1R	0	5.0	"E. Garcia ""E. Garcia"""
B000063W1R	0	5.0	"L. G. Blaylock ""BookLover"""
B000063W1R	0	5.0	Mark
B000063W1R	0	4.0	"Jonathan Hall ""j360"""
B000063W1R	0	5.0	"JR Felisilda ""jfelisilda"""
B000063W1R	0	5.0	Christopher J. Martin
B000063W1R	0	5.0	"FaithOryx ""Always Searching"""
B000063W1R	0	5.0	Chelsea K. Welsh
B000063W1R	0	4.0	Joseph Broadway
B000063W1R	0	5.0	"Erika J. Avera ""dorkified and lovely"""
B000063W1R	0	5.0	"Writer of Books - Mage - Mom to Two ""Writer, ..."
B000063W1R	0	5.0	"Khayriyyah Ali ""Jamilah Aromatherapy"""
B000063W1R	0	4.0	"Roger L. Sayer ""Lenedwin"""
B000063W1R	0	5.0	Craig Connell
B000063W1R	0	5.0	"J. W. Henderson ""Sky Pilot"""
B000063W1R	0	5.0	Brian K. Adams
B000063W1R	0	5.0	"Teresa ""SWEETHEART"""
B000063W1R	0	4.0	"McLisaDiva ""Lisa"""
B000063W1R	0	4.0	C. Rocklein
B000063W1R	0	5.0	P. Hawley
B000063W1R	0	4.0	"C. A. Luster ""The Rook"""
B000063W1R	0	5.0	Andrew Raker
B000063W1R	0	4.0	Casey J. Chalk
B000063W1R	0	4.0	"walter peak ""reaper 6"""
B000063W1R	0	4.0	"J. R. Herring ""Pickled"""
B000063W1R	0	5.0	Larry Scantlebury
B000063W1R	0	5.0	Lady Raven RAVE!
B000063W1R	0	4.0	Bill Garrison
B000063W1R	0	5.0	Dianna Rollo
B000063W1R	3	5.0	Grant McKee
B000063W1R	3	5.0	"""ja7000"""
B000063W1R	3	5.0	"Bonnie-Ann ""bakesq"""
B000063W1R	3	4.0	Cory R. Tuinstra
B000063W1R	1	4.0	soccer amatuer
B000063W1R	1	5.0	ephesians 6:11
B000063W1R	1	5.0	Patricia Harris
B000063W1R	1	5.0	K. Washburn
B000063W1R	1	5.0	Teacher
B000063W1R	1	5.0	"S. Garcia ""Marius"""
B000063W1R	1	5.0	Lynne P. Caldwell
B000063W1R	1	5.0	"C. J Peters ""Anne"""
B000063W1R	1	5.0	Traveler
B000063W1R	1	4.0	"orbit13 ""orbit13"""
B000063W1R	1	5.0	"m a h h a ""tsouman"""
B000063W1R	1	3.0	Joseph Valentine Dworak
B000063W1R	1	4.0	"Darren Harrison ""DVD collector and reviewer"""
B000063W1R	1	5.0	MsEsq
B000063W1R	1	5.0	"Nicole Barlow ""Nico"""
B000063W1R	1	5.0	"HardyBoy64 ""RLC"""
B000063W1R	1	5.0	"L. Jerome ""jamdown"""
B000063W1R	1	4.0	"P. Rudnicki ""cynderela23"""
B000063W1R	1	5.0	Michael Crane
B000063W1R	1	4.0	K. Johnson
B000063W1R	1	5.0	Emily Todd
B000063W1R	35	1.0	"Susan Hinojoza ""It's a full life."""
B000063W1R	4	4.0	Ryan R. Grant
B000063W1R	2	5.0	"Janis Ann ""Jan"""
B000063W1R	2	2.0	"C. D Smith ""dogstar49"""
B000063W1R	2	5.0	Film Critic
B000063W1R	2	3.0	gobirds2
B000063W1R	2	5.0	"themadbaroness ""laurnie15"""
B000063W1R	2	4.0	Elena
B000063W1R	10	1.0	"Robert Gyepes ""Magyar gyerek"""
B000063W1R	5	2.0	"Heather Butler ""litgraduatestudent"""
B000063W1R	5	1.0	"""asfaraster"""
B000063W1R	5	5.0	Vicky
B000063W1R	0	5.0	Darreld E. Studie
B000063W1R	0	5.0	lparkerbaldi
B000063W1R	0	5.0	"Michael S. Whitman ""michaelwsf"""
B000063W1R	0	5.0	Mark
B000063W1R	0	5.0	Renee Turner
B000063W1R	0	5.0	PantherDame
B000063W1R	0	3.0	Enjolras
B000063W1R	0	3.0	"Bella ""Bella"""
B000063W1R	0	5.0	Carolyn K. Young
B000063W1R	0	2.0	mathwonk
B000063W1R	0	5.0	C. O'Hala
B000063W1R	0	3.0	John D. Aldridge
B000063W1R	0	5.0	Brian Landers
B000063W1R	0	5.0	Guy R. Gingras
B000063W1R	0	5.0	TropicMD
B000063W1R	0	5.0	Richard A. Smith
B000063W1R	0	5.0	L. Magee
B000063W1R	0	4.0	Silmarwen
B000063W1R	0	3.0	"BD Ashley ""vidiot_y2k"""
B000063W1R	0	4.0	"Deborah L. Woodstuff ""IntoTea"""
B000063W1R	4	3.0	"Grateful Soldier ""Jer 20:11"""
B000063W1R	4	5.0	"""greenjade08"""
B000063W1R	6	2.0	"G. Taylor ""Ordinary Average Guy"""
B000063W1R	6	5.0	"Ry ""Ry"""
B000063W1R	6	4.0	"kevh015 ""Kevin"""
B000063W1R	6	5.0	Kettle
B000063W1R	6	4.0	"William D. Shingleton ""Wishful Thinking Is No..."
B000063W1R	6	5.0	Linda Linguvic
B000063W1R	6	2.0	Ryan Yeung
B000063W1R	3	4.0	"Brian E. Erland ""Rainbow Sphinx"""
B000063W1R	0	4.0	JediMack
B000063W1R	0	4.0	"""jellybean_558"""
B000063W1R	0	4.0	Halo Jones
B000063W1R	0	4.0	Zagnorch
B000063W1R	0	5.0	Intro Spective
B000063W1R	13	1.0	C. Carpenter
B000063W1R	8	1.0	"E. Kleine ""hiikew"""
B000063W1R	3	5.0	"Dionna L. L. Sanchez ""Emphasis On Moms"""
B000063W1R	9	1.0	Samuel F. Lytal
B000063W1R	1	5.0	"JRK ""jkunz"""
B000063W1R	1	1.0	ROMANYRYE
B000063W1R	1	1.0	pj
B000063W1R	1	1.0	paark
B000063W1R	1	2.0	P. Tune
B000063W1R	12	1.0	Octavius
B000063W1R	4	1.0	J. Stafiej
B000063W1R	4	4.0	R. Johnson
B000063W1R	4	1.0	Jose Rodriguez
B000063W1R	4	2.0	"""murdochian"""
B000063W1R	4	1.0	James Jonas
B000063W1R	4	5.0	"Alvin Tanhehco ""kerki"""
B000063W1R	7	1.0	Dima
B000063W1R	7	1.0	Stephen Smith
B000063W1R	10	2.0	Ian Creamer
B000063W1R	13	2.0	Dana
B000063W1R	2	2.0	Richard S. Heckart
B000063W1R	2	5.0	"J. K. Moser ""JKM"""
B000063W1R	2	5.0	"S. T. Page ""Tinker"""
B000063W1R	2	5.0	"Nic ""past reviews of some pastimes"""
B000063W1R	2	2.0	Charismatic Creature
B000063W1R	2	5.0	Tim
B000063W1R	2	4.0	"""saintbsm"""
B000063W1R	2	4.0	"Edward Lee ""Trekscribbler (NCC1205)"""
B000063W1R	2	4.0	mtllcARMS
B000063W1R	2	5.0	blueflame
B000063W1R	5	2.0	"Luis C. Debonopaula ""Longhorn"""
B000063W1R	5	1.0	"J. Evans ""Cobra Kai Dojo"""
B000063W1R	3	5.0	whea-wix
B000063W1R	0	5.0	"Ms. Rich ""AM LIT TEACHER"""
B000063W1R	0	4.0	Midnight
B000063W1R	0	5.0	Michael Malloy
B000063W1R	0	5.0	"Judith E. Layow ""MS. JUDITH"""
B000063W1R	0	5.0	Viv
B000063W1R	0	1.0	nwhyme
B000063W1R	0	2.0	"Val ""LOTRMatrixHPLostFreak"""
B000063W1R	0	5.0	"D. P. Mas ""davidinOZ"""
B000063W1R	0	5.0	"D. Gellenbeck ""Austin Movie Watcher"""
B000063W1R	0	5.0	Mr. Caraballo
B000063W1R	0	5.0	I ain't no porn writer
B000063W1R	0	5.0	"Just a Dreamer ""dreamer0@aol.com"""
B000063W1R	0	5.0	Emily Sieger
B000063W1R	1	5.0	"""jrparente"""
B000063W1R	1	5.0	Mitch Weaver
B000063W1R	1	5.0	"""spikki"""
B000063W1R	1	1.0	Dee
B000063W1R	1	1.0	bbbbbb
B000063W1R	1	1.0	Spike5
B000063W1R	1	1.0	AmyTia
B000063W1R	1	1.0	Lucy Coronado
B000063W1R	1	3.0	"JustAReader ""NoNeed2Comment"""
B000063W1R	8	1.0	"BMS ""Brian"""
B000063W1R	3	4.0	"Regina Pounds ""novelist"""
B000063W1R	3	5.0	Bigflu
B000063W1R	3	4.0	Lawrance M. Bernabo
B000063W1R	3	5.0	Paul A. Rundle
B000063W1R	4	1.0	Thomas Walsh
B000063W1R	0	5.0	L. Jones
B000063W1R	0	3.0	Fairy Tale Girl !
B000063W1R	0	3.0	Michael Ashby
B000063W1R	0	1.0	Matt
B000063W1R	0	5.0	Susi
B000063W1R	0	1.0	"Michael ""Physicist"""
B000063W1R	1	1.0	Grog
B000063W1R	1	1.0	"Dilemma ""DLMA"""
B000063W1R	1	3.0	matthew h
B000063W1R	5	1.0	Thomas Foss
B000063W1R	13	1.0	"H. Mirza ""The Dude"""
B000063W1R	0	1.0	James McDonald
B000063W1R	3	2.0	Alexander Borrelli
B000063W1R	5	5.0	NCD
B000063W1R	5	5.0	"Savant11 ""Savant11"""
B000063W1R	5	2.0	Nichomachus
B000063W1R	7	5.0	"""mr_fan87"""
B000063W1R	2	4.0	Dennis A. Amith (kndy)
B000063W1R	2	5.0	Darren B. O'Connor
B000063W1R	2	5.0	"netman ""netman"""
B000063W1R	2	5.0	Leif Sheppard
B000063W1R	2	4.0	Timothy Lovett
B000063W1R	2	5.0	Mylo's Mom
B000063W1R	2	5.0	Richard Laborde
B000063W1R	2	5.0	John Farr
B000063W1R	2	5.0	"Carolyn ""Quiltek"""
B000063W1R	2	4.0	J. Amend
B000063W1R	2	5.0	Cindy T. Morgan
B000063W1R	2	5.0	J. Scott Ezzell
B000063W1R	2	4.0	Anony Mous
B000063W1R	2	4.0	"Becky Hatfield ""book fire wolf"""
B000063W1R	2	5.0	HeadbangerDuh
B000063W1R	2	4.0	Laura Lond
B000063W1R	2	4.0	"""ropes7339"""
B000063W1R	2	5.0	Sara
B000063W1R	4	5.0	"Megan ""Avid reader and movie watcher"""
B000063W1R	4	4.0	Eric Johnsen
B000063W1R	4	3.0	Juan J. Casero
B000063W1R	4	4.0	"M J Heilbron Jr. ""Dr. Mo"""
B000063W1R	4	3.0	Charles Ryder
B000063W1R	4	4.0	"""reia"""
B000063W1R	4	4.0	Lucy Dibdin
B000063W1R	1	1.0	juvimama
B000NDFLWG	17	5.0	Kyle Tolle
B000NDFLWG	13	4.0	Timothy P. Scanlon
B000NDFLWG	3	5.0	"Vickie Beene Beavers ""vbeene"""
B000NDFLWG	4	5.0	Bonnie
B000NDFLWG	8	3.0	"Desiree ""Desiree"""
B000NDFLWG	1	1.0	Timegoesby
B000NDFLWG	1	4.0	stoic
B000NDFLWG	1	5.0	"J. L LaRegina ""Jim LaRegina"""
B000NDFLWG	1	4.0	George Satterthwaite
B000NDFLWG	0	5.0	"Walter W. Ko ""Walter Ko"""
B000NDFLWG	0	4.0	Rodney Wilson
B000NDFLWG	0	5.0	"James A. Goodman ""Avid SciFi/Fantasy Reader"""
B000NDFLWG	0	5.0	A. Schultz
B000NDFLWG	0	5.0	Michael R. Gunn
B000NDFLWG	3	4.0	Tanya G. Spitznagel
B000NDFLWG	0	5.0	"J. Forst ""fatesfan"""
B000NDFLWG	0	1.0	"R. Scott ""consumeristic"""
B000WI23KA	5	5.0	"Jennifer Rowland ""ICANREAD!"""
B000WI23KA	2	5.0	Richard Masloski
B000WI23KA	1	5.0	Nate F
B000WI23KA	1	5.0	Ashley March
B000WI23KA	1	1.0	"James Bond ""007"""
B000WI23KA	0	1.0	Seussian Physics
B008FPU7AA	10	2.0	"Vannie Ryanes ""Vannie Ryanes/VSR Book Review"""
B008FPU7AA	8	3.0	"Andrew R. Oerman ""A. Rex"""
B008FPU7AA	2	2.0	Scott T. Rivers
B008FPU7AA	2	3.0	"Lonnie E. Holder ""The Review's the Thing"""
B008FPU7AA	1	5.0	Michael Ledo
B008FPU7AA	1	4.0	Annie Van Auken
B008FPU7AA	1	5.0	rev2134
B008FPU7AA	1	4.0	Annie Van Auken
B008FPU7AA	1	4.0	Annie Van Auken
B008FPU7AA	0	3.0	Acute Observer
B008FPU7AA	0	3.0	"Bindy Sue Frønkünschtein ""bigfootsalienbaby"""
B008FPU7AA	1	2.0	Laughing Gravy
0790747324	1	5.0	"""trucky1958"""
0790747324	1	5.0	"Kevin Nieman ""Writer / Provocateur"""
0790747324	1	5.0	James M. Cargal
0790747324	1	5.0	David Crosby
0790747324	3	5.0	"Christopher Pataky ""History buf"""
0790747324	3	5.0	Guri Harari
0790747324	3	5.0	Joseph R. Kamps
0790747324	5	4.0	Junglies
0790747324	5	5.0	C. Freeman
0790747324	4	5.0	Robert L. Wehrle
0790747324	2	5.0	C. Thormann
0790747324	2	4.0	"Take Stock ""Sharon"""
0790747324	2	4.0	Sableknight
0790747324	2	5.0	Mr. Sinister
0790747324	2	4.0	Manuel Mendez
0790747324	2	5.0	"Manuel Antonio Diaz Teres ""m_diazt"""
0790747324	2	5.0	"Rob ""Coolerking"""
0790747324	2	5.0	"Peter Smith ""petersm52"""
0790747324	2	5.0	Alexander Nordquist
0790747324	2	5.0	Luigi
0790747324	2	5.0	SS-3
0790747324	2	5.0	Calle
0790747324	0	5.0	"Liebes-Bücher ""Silver Leaf"""
0790747324	0	5.0	T. Munro
0790747324	0	5.0	Michael Chaney
0790747324	0	4.0	Stevie
0790747324	0	5.0	Princeeverlove
0790747324	0	4.0	Todd A. Watson
0790747324	0	5.0	Leo Hott
0790747324	0	5.0	"Randall Riley ""The Swing Shift"""
0790747324	0	5.0	Magnifying Glass
0790747324	0	5.0	jeffer
0790747324	0	5.0	j
0790747324	0	5.0	bobby
0790747324	0	4.0	"Ivy Bewley ""Hiedra"""
0790747324	0	4.0	hound 1
0790747324	0	5.0	Sci-fi guy
0790747324	0	5.0	K. Nichols
0790747324	0	5.0	"Tazzman ""tazzman225"""
0790747324	0	5.0	TORTmentor
0790747324	0	5.0	Joel Kovacik
0790747324	0	5.0	Gayle
0790747324	0	4.0	"Cassandra R. Smith ""Cassie"""
0790747324	0	5.0	Sci-Fi Fan
0790747324	0	5.0	bigD
0790747324	0	4.0	Bruce G. Taylor
0790747324	0	5.0	"Catwoman59 ""Sue"""
0790747324	0	5.0	"Peter J. Chudoba ""Petr Josef"""
0790747324	0	5.0	D. Faber
0790747324	0	4.0	Leonard Weiss
0790747324	0	5.0	Matti Kniva Spencer
0790747324	0	5.0	"Raymond F. McKee ""book worm"""
0790747324	0	4.0	"Richard A. Tucker ""Tucker at large"""
0790747324	0	5.0	C. Middleton
0790747324	0	4.0	OverTheMoon
0790747324	0	5.0	"Yvonne Uzzell ""Ice Granny"""
0790747324	0	5.0	Michael Patrick Boyd
0790747324	0	5.0	Pastor of Disaster
0790747324	0	5.0	nekko50
0790747324	0	5.0	"Malcolm Dolan ""Malcolm Dolan"""
0790747324	0	5.0	Phoebe Stogstill
0790747324	0	4.0	"Chris M. ""Cygnostik"""
0790747324	0	5.0	elaine warren
0790747324	0	5.0	"Rosalie Friedman ""classic movie enthusiast"""
0790747324	0	5.0	Christine Andersen
0790747324	0	5.0	"Busy Granny ""Mom"""
0790747324	0	4.0	Moonstone7
0790747324	0	4.0	Jessiyari
0790747324	0	5.0	Kevin Killian
0790747324	0	4.0	Douglas Keith McEwan
0790747324	0	5.0	Luigi
0790747324	134	5.0	"L. Shirley ""Laurie's Boomer Views"""
0790747324	76	5.0	"cookieman108 ""cookieman108®"""
0790747324	60	5.0	Blackhawk
0790747324	3	4.0	Zoe Paris
0790747324	3	5.0	Hiram Gomez Pardo
0790747324	3	5.0	Christine L. Tuohy
0790747324	3	5.0	Aaron
0790747324	3	5.0	spy-hunter
0790747324	3	5.0	John F. Frederick
0790747324	1	5.0	Wort1958
0790747324	1	5.0	"Big John ""Big John"""
0790747324	1	4.0	"J. Valadez ""joe v"""
0790747324	1	5.0	Ma Magdalena Lozano
0790747324	1	5.0	Terence Roberts
0790747324	1	5.0	Third Grade Teacher
0790747324	1	5.0	Pat Dewees
0790747324	1	5.0	Charles Lindsey
0790747324	1	5.0	"Lisa M. Wolfe ""Lisa Wolfe"""
0790747324	1	5.0	"bernie ""webviator"""
0790747324	1	5.0	"J. Keefer ""dude-cicle"""
0790747324	1	5.0	GreatMovieCriticRobertfromUS
0790747324	1	5.0	Michael Ziegler
0790747324	1	4.0	Katie Stuart
0790747324	2	5.0	G. Walker
0790747324	0	4.0	Nxtlobitoferoz
0790747324	0	5.0	Geo
0790747324	0	5.0	Johnsie44
0790747324	0	5.0	Lyle S. Backus
0790747324	0	5.0	Fred Stephen
0790747324	0	4.0	B. Agy
0790747324	0	5.0	Francis C. Simonis
0790747324	0	5.0	Gerald D. Wright
0790747324	0	5.0	Dr. Robert C. Moore, Sr.
0790747324	0	5.0	"Bill Bickley ""Brown Dirt Cowboy"""
0790747324	0	5.0	Raye
0790747324	0	5.0	"Daniel Barker ""bose hdmi hater"""
0790747324	0	5.0	Edward F. Mikan
0790747324	0	5.0	"Bindy Sue Frønkünschtein ""bigfootsalienbaby"""
0790747324	0	5.0	bobindallas
0790747324	0	5.0	Martin L. Woodland
0790747324	0	5.0	E. Brown
0790747324	0	5.0	A. C. Koerner
0790747324	0	4.0	Vicki L.
0790747324	0	5.0	Michael Butts
0790747324	0	5.0	theo vidgen
0790747324	0	5.0	M. Spooner
0790747324	0	5.0	Robert H. Long
0790747324	0	5.0	"chemikalguy ""chemikalguy"""
0790747324	0	5.0	A. Rodrigues
0790747324	1	4.0	Tyler Liermann
0790747324	0	1.0	"Mary K. Waugh ""Avatar"""
0790747324	0	5.0	"Oriel G. Rice ""Trekie"""
0790747324	8	4.0	Michael Butkus
0790747324	11	5.0	"Lorenzo M. in the Hollywood CA Area ""Movie Wa..."
0790747324	12	3.0	Craig During
0790747324	11	4.0	David
0790747324	8	5.0	"Heather L. Parisi ""Robert and Heather Parisi"""
0790747324	5	5.0	"S. Schofield ""moviefreak1980"""
0790747324	10	5.0	Bruce
0790747324	10	4.0	"Erik F ""Master of Funk and Evil"""
0790747324	7	5.0	E. Lambeth
0790747324	7	5.0	Ed S
0790747324	7	5.0	Simon Davis
0790747324	4	4.0	"Dave_42 ""Dave_42"""
0790747324	4	5.0	Jason Troy
0790747324	4	5.0	"James Sparks ""Hawkeye"""
0790747324	4	5.0	"AFP ""AFP"""
0790747324	4	5.0	"Strategos ""The Guardian of Time"""
0790747324	6	5.0	A. H. Florez
0790747324	3	5.0	"Hudson Bandosz ""Savagehud"""
0790747324	3	4.0	"Jerry Winters ""&#34;Jerb&#34;"""
0790747324	3	5.0	"Jimmy C. ""Classic Film Buff"""
0790747324	3	5.0	Y2bjs Reviews
0790747324	3	5.0	"MR Ellinas ""Nicholas Ellinas"""
0790747324	3	5.0	"Lonnie E. Holder ""The Review's the Thing"""
0790747324	3	4.0	Bill W. Dalton
0790747324	3	5.0	Kendal B. Hunter
0790747324	3	5.0	N. Yangis
0790747324	3	5.0	Michael Valdivielso
0790747324	5	4.0	Josh
0790747324	5	5.0	dangertim
0790747324	9	3.0	"Christian Lehrer ""Christian Lehrer"""
0790747324	2	5.0	eags
0790747324	2	5.0	Emanuel Kandilakis
0790747324	2	5.0	Edwin F. Luff
0790747324	2	5.0	Robert J. Crawford
0790747324	2	5.0	"Mr. Michael R. Calhoun ""McGruff753"""
0790747324	2	4.0	"Gerald L. Detling ""Jerry"""
0790747324	2	4.0	Andre Villemaire
0790747324	2	5.0	"Captain ""javaray"""
0790747324	2	5.0	"Twilight Zone ""sci-fi junkie"""
0790747324	2	5.0	Book & Music Lover
0790747324	2	5.0	Rick
0790747324	2	4.0	T O'Brien
0790747324	2	4.0	Timothy P. Scanlon
0790747324	2	5.0	Dorian M.
0790747324	2	4.0	"O. Buxton ""Olly Buxton"""
